Serial,Customer No,Rooms,Members,Fans,Lights,Freezes,Microwave Oven,Geyser,AC,Washing Machine,TV,PC,Induction Stove,Profession,Salary,post_21_july_unit,post_21_august_unit,post_21_sep_unit,post_21_oct_unit,post_21_nov_unit,post_21_dec_unit,post_22_jan_unit,post_22_feb_unit,post_22_mar_unit,post_22_april_unit,post_22_may_unit,post_22_june_unit,pre_22_apr_unit,pre_22_may_unit,pre_22_june_unit,pre_22_july_unit,pre_22_aug_unit,pre_22_sep_unit,pre_22_oct_unit,pre_22_nov_unit,pre_22_dec_unit,pre_23_jan_unit,pre_23_feb_unit,pre_23_mar_unit,pre_23_apr_unit,pre_23_may_unit,pre_23_june_unit,pre_23_jul_unit,pre_23_aug_unit,pre_23_sep_unit,pre_23_oct_unit,pre_23_nov_unit,pre_23_dec_unit,,
1365,17572962,6,6,5,8,1,0,0,3,2,1,2,1,,,586,566,508,512,537,200,277,411,645,596,348,,,,42.97,33.69,24.12,617.06,869.51,722.04,515.32,306.74,549.28,910.01,899.46,1039.22,1089.08,1031.88,1002.06,973.31,296.42,294.7,330.12,,
1366,17567472,3,3,3,7,1,1,1,2,0,2,1,0,,,308,330,371,192,189,158,145,145,239,290,181,,,,476.56,361.24,318.15,313.93,265.49,188,172.86,134.43,143.65,227.42,302.6,307.91,317.03,327.07,302.59,322.98,293.82,228.2,168.96,,
1367,17572981,6,4,5,13,3,2,2,3,3,2,1,2,,,1542,1590,1734,1735,1455,1203,1100,1100,1804,872,911,0,,,2063.33,1925.35,1866.49,1868.14,1888.25,1407.03,1004.18,792.62,986.08,1591.7,1634.45,1718.51,1856.66,1874.52,1833.56,1859.39,1690.45,1273.23,887.16,,
1368,17595410,4,5,3,11,2,1,1,1,1,1,1,0,,,502,453,483,471,263,179,129,142,156,386,544,402,,,169.75,646.4,655.08,528.88,443.17,219.8,183.78,130.87,150.5,218.84,485.71,479.65,605.59,613,541.85,562.4,493.24,258.66,159.38,,
1369,17556960,4,4,3,6,2,1,1,2,0,1,2,0,,,520,486,504,490,300,203,246,222,361,501,349,,,109.21,513.64,482.22,439.48,424.25,401.69,290.6,263.26,273.75,222.88,349.72,519.77,425.27,557.13,510.53,407.63,485.76,437.78,315.46,273.6,,
1370,17536773,2,2,2,5,0,1,0,0,0,1,0,0,,,164,212,176,152,144,107,99,87,157,169,118,,,,232.03,230.64,173.88,222.32,61.63,65.14,39.84,42.18,45.57,59.86,81.56,87.16,78.64,89.98,91.55,131.45,98.48,76.73,76.57,,
1372,17533035,3,2,2,5,1,0,0,0,1,0,0,0,,,121,144,147,151,81,52,56,38,35,31,121,,,,87.72,177,172.39,134.72,111.03,87.92,66.84,61.68,77.22,92.35,75.99,102.23,88.08,94.12,185.35,169.3,208.54,149.2,114.76,,
1373,17536010,5,4,5,11,3,3,2,2,1,1,2,0,,,552,734,798,715,482,161,187,176,487,763,563,570,,,187.82,651.94,861.99,808.28,725.36,529.5,302.39,275.82,339.46,636.23,983.72,765.8,735.13,803.86,859.67,879.73,744.24,605.76,337.78,,
1374,17595213,3,2,2,7,1,2,0,0,1,2,0,0,,,128,72,72,62,70,52,58,254,313,540,673,490,,,184.69,672.41,678.19,619.37,598.76,434.32,343.1,273.79,335.15,499.49,698.03,655.58,761.86,862.86,726.07,802.22,601.52,515.68,310.58,,
1375,17522006,4,5,4,11,3,1,0,2,1,1,0,0,,,492,429,361,498,243,188,181,171,285,511,402,16,,,359.8,490.15,529.71,313.16,339.64,189.41,141.99,116.13,119.32,201.75,364.52,317.81,393.05,571.73,574.82,366.95,319.64,226.79,198.68,,
1376,17583760,4,3,3,5,0,1,0,1,1,0,0,0,,,109,96,108,87,80,54,56,61,144,236,130,,,,236.2,337.34,290.86,317.29,213.06,119.03,81.45,60.74,57.56,126.33,324.39,175.23,324.16,394.88,320.25,334.8,200.66,120.3,61.89,,
1377,17534813,3,2,3,7,1,1,1,2,0,2,0,0,,,282,309,313,308,251,207,205,175,266,274,334,117,,,271.79,426.49,414.53,434.37,393.33,366.84,286.34,196.79,240.06,361.47,358.78,410.79,437.15,439.4,398.71,362.9,365.53,313.43,217.73,,
1379,17584608,4,4,3,9,2,2,1,1,1,1,0,1,,,140,436,747,706,479,406,519,630,675,845,644,815,,,612.01,578.54,820.31,872.58,793.64,703.22,693,702.01,603.74,637.64,518.01,642.15,721.84,704.6,700.15,722.33,624.95,520.77,537.59,,
1381,17607161,2,2,1,3,1,0,0,0,1,1,0,0,,,110,119,141,132,80,68,71,62,84,111,118,27,,,82.57,111.14,104.03,95.84,84.78,71.66,60.53,65.99,61.77,81.8,100.95,93.63,108.86,140.27,163.46,152.9,152.79,103.61,85.31,,
1383,17605799,4,4,4,9,2,2,1,2,2,1,3,1,,,509,533,563,531,492,341,238,298,220,762,410,,,,1269.69,918.24,1002.13,986.16,871.66,813.46,621.12,401.83,540.57,880.39,808.73,986.25,1039.38,983.09,1064.72,1073.2,385.84,92.94,230.36,,
1385,17601989,6,3,6,8,2,2,1,1,0,2,4,2,,,690,723,744,674,334,232,259,226,405,748,558,,,,1427.64,1681.68,1422.22,1058.98,1013.12,611.75,552.54,597.4,562.38,643.09,875.8,1514.77,1910.4,1666.39,1308.9,1534.95,1160.31,837.59,472.46,,
1386,17543136,4,3,4,6,0,1,0,1,1,1,0,1,,,316,310,287,309,279,254,288,282,286,275,253,20,,70.54,282.61,300.61,285.93,273.33,269.21,242.99,240.88,235.31,218.68,278.47,280.91,281.39,297.81,48.94,36.86,26.14,28.72,39.88,52.34,,
1387,17607297,3,3,2,3,1,1,0,0,1,0,0,0,,,83,91,116,50,62,49,35,81,132,163,54,,,118.72,191.36,162,197.18,188.52,185.94,142.5,90.39,82.07,97.19,152.1,149.28,173.27,212.67,176.28,217,208.61,209.1,157.75,78.44,,
1388,17609147,5,3,4,5,1,1,1,1,0,1,1,0,,,357,224,208,211,182,147,140,88,218.43,258.32,264.95,,190.64,215.41,198.87,220.88,215.42,196.56,185.44,152.01,239.15,193.01,164.54,222.13,245.42,240.3,253.52,264.88,250.96,257.22,251.74,200.2,176.25,,
1389,17534550,4,4,4,8,2,3,0,2,1,2,1,1,,,901,946,972,883,560,266,140,201,678,846,1219,832,,,238.23,985.18,1051.75,848.67,770.94,449.3,297.36,266.9,294,564.7,951.54,938.21,1030.46,1123.84,1015.12,1130.08,1008.35,688.84,370.52,,
1391,17599837,2,2,1,3,1,0,0,0,0,1,1,0,,,90,90,157,114,58,44,45,42,28,76.13,66.54,,133.06,61.41,56.54,56.05,55.18,48.11,50.32,44.84,41.9,37.62,38.96,48.13,50.43,51.59,63.75,79.11,128.26,57.19,38.16,10.09,8.65,,
1392,17609541,4,4,5,11,1,1,1,1,1,2,0,0,,,202,219,232,235,178,120,105,67,59.17,127.94,169.47,,339.18,283.12,363.22,272.27,433.4,414.82,257.3,189.08,156.53,124.89,151.23,246.71,407.6,516.11,688.33,528.65,300.18,446.4,331.18,201.06,139.25,,
1393,17566008,2,2,2,3,1,1,1,2,0,0,0,0,,,195,208,187,272,153,98,89,80,171,198,172,,,,244.71,218.61,209.69,189.86,180.54,133.04,107.31,63.77,110.37,159.28,237.03,218.43,258.32,264.95,245.93,255.32,268.03,161.6,111.23,,
1394,17607259,4,2,3,6,0,0,0,0,1,1,0,0,,,55,59,79,67,45,45,46,49,57,74,26,,,,46.88,55.17,127.61,71.57,52.57,52.5,54.54,31.47,37.57,92.81,69.53,92.41,117.55,76.13,66.54,64.7,54.9,45.57,35.32,,
1395,17584010,4,4,3,9,2,1,0,2,0,1,1,0,,,719,739,847,848,319,268,254,268,618,651,761,511,,,150.54,929.68,923.9,643.22,658.95,347.54,169.63,176.89,176.18,366.01,837.01,666.92,660.49,642.09,430.3,508.15,502.19,274.69,185.68,,
1396,17594183,3,3,3,6,1,2,1,2,0,1,2,0,,,386,315,306,343,324,211,247,306,491,667,752,275,,,334.09,847.68,870,743.64,740.71,523.55,338.47,330.32,340.76,510.06,764.89,614.69,613.57,690.57,767.23,671.87,549.71,337.04,229.39,,
1397,17584449,3,3,3,7,1,1,1,1,1,2,1,0,,,325,377,421,365,272,246,213,193,264,239,307,212,,,34.24,236.33,214.36,204.01,164.08,150.04,154.09,146.35,138.25,193.21,242.64,223.85,247.34,242.14,236.6,236.07,220.27,185.06,173.5,,
1398,17583898,4,3,4,11,2,2,1,3,1,1,0,0,,,661,740,745,624,347,211,224,212,406,691,514,,,,996.55,807.89,784.51,681.69,624.68,419.54,312.37,284.12,308.07,471.32,768.02,609.08,670.8,629.9,626.72,616.71,487.82,408.17,254.89,,
1399,17469379,2,2,2,3,0,1,1,1,0,0,1,0,,,248,249,230,236,198,162,127,128,164,237,242,,,104.76,223.22,220.8,228.19,219.31,171.85,138.64,118.15,109.53,102.42,179.7,196.11,225.75,225.26,231.08,229.42,218.17,188.13,172.67,144.52,,
1400,17607615,3,3,2,3,1,0,0,0,0,0,0,0,,,123,155,135,118,98,76,49,44,94,99,129,,,,3.18,162.64,101.72,107.76,103.09,87.19,60.73,45.72,53.48,86.41,90.12,88.62,171.85,162.93,168.37,339.29,156.84,63.38,49.34,,
1401,17559490,2,2,2,5,1,1,0,1,1,0,0,0,,,265,242,317,306,122,121,13,76,36,206,205,180,,,635,180.83,507.64,180.63,189.86,183.79,86.02,59.17,127.94,169.47,197.28,358.77,384.71,214.02,322.92,378.32,195.13,187.01,113.89,,
1402,17536966,4,3,3,9,2,1,0,0,0,1,4,0,,,621,661,582,635,500,285,198,195,432,633,797,391,,,326.4,637.8,788.92,707.88,481.33,239.24,186.22,142.03,173.92,251.7,515.65,448.26,530.83,595.99,592.22,604.95,612.01,263.24,194.86,,
1403,17557865,3,3,3,7,1,1,1,2,0,2,2,0,,,307,288,302,308,274,214,172,226,256,304,319,156,,,391,520.49,290.13,306.96,304.74,284.61,319.99,312.03,216.68,298.1,331.63,336.42,292.55,198.6,497.8,350.48,33.4,385.12,477.55,,
1404,17600389,4,4,2,3,1,0,0,0,1,1,0,0,,,112,132,21,76,51,61,52,30,69,84,70,,,,217.13,140.3,180.06,168.91,175.16,115.81,54.66,70.23,65.44,103.89,97.1,93.6,45.57,96.1,99.29,193.39,88.76,61.85,51.99,,
1405,17472453,4,4,4,8,1,1,0,1,1,0,2,0,,,361,333,301,487,280,357,287,315,337,351,336,0,,,186.5,229.76,285.24,425.38,155.81,125.32,114.61,67.39,97.56,396.19,606.02,554.34,20.46,613.88,634.33,1231.91,280.95,221.41,186.33,,
1406,17469044,2,3,1,3,0,1,0,1,0,0,1,0,,,237,226,232,237,164,102,130,113,186,259,171,,,,290.57,231.48,243.76,229.37,191.83,178.3,124.32,76.2,99.41,208.92,197.33,237.32,233.49,242.48,268.38,230.1,239,185.54,118.4,,
1407,17446007,3,2,2,5,1,0,0,0,0,1,0,0,,,44,94.45654,99,151,173,35,16,9,85,158,145,0,,,212.84,137.45,215.48,195.2,135.39,123.61,79.54,61.83,66.49,64.59,68.55,79.58,84.28,208.31,190.6,89.21,65.6,98.26,66.04,,
1408,17400278,5,3,4,7,2,3,2,2,1,2,2,1,,,733,870,1496,1040,766,503,482,582,1297,906,797,578,,,260.37,1445.66,1734.85,1683.91,1368.68,1126.03,925.93,710.77,978.42,842.57,1216.41,1196.89,1315.46,1148.68,1090.48,1086.83,1226.34,960.3,703.31,,
1409,17357928,4,3,4,6,1,2,1,2,1,2,2,0,,,329,309,375,285,223,171,237,198,301,393,302,207,,,195.94,394.44,556.1,436.37,401.85,291.21,227.65,270.96,241.42,333.92,458.11,581.53,707.54,612.05,543.47,663.27,530.4,352.43,314.22,,
1411,17425659,3,3,3,7,1,1,1,0,1,1,1,0,,,279,286,303,317,285,186,143,153,295,289,281,0,,,333.72,327.79,311.21,291.73,278.14,243.14,191.91,173.09,232.65,273.57,276.36,304.31,280.37,361.94,367.34,366.23,266.42,192.17,140.19,,
1412,17429168,3,2,3,9,1,1,0,2,2,1,1,0,,,256,265,275,257,212,170,194,159,229,301,267,,,,341.92,330.19,309.6,284.03,259.17,226.23,185.06,173.99,174.41,252.55,312.18,312.37,349.7,328.28,345.74,409.22,325.42,268.81,278.59,,
1413,17389057,3,3,3,7,1,1,0,0,2,1,2,0,,,309,295,319,333,203,170,162,127,220,298,248,,,141.77,354.99,336.07,325.08,318.69,223.07,241.08,205.18,200.25,187.41,249.76,277.12,282.61,307.7,352.34,297.45,302.52,253.62,232.96,174.74,,
1414,17430509,5,7,4,15,3,1,3,2,2,2,3,2,,,109,1469,2271,2243,2008,1313,1169,1139,2126,2109,2351,1208,,,844.58,1970.99,2141.51,2124.19,2060.4,1837.87,1448.06,1197.95,1424.27,2197.87,2022.37,2285.95,2361.6,2114.34,2561.62,2561.13,2565.53,2196.28,1536.97,,
1415,17432134,3,2,2,5,0,1,0,2,0,2,1,0,,,241,276,226,202,189,118,100,38,21,62,18,,,,71.91,18.34,45,86.57,435.01,354.1,279.15,268.62,243.55,445.11,348.1,710.72,733.27,660.5,728.24,1026.27,887.61,493.02,191.87,,
1416,17461852,4,4,3,11,2,1,1,2,1,2,0,0,,,73,60,135,432,356,278,241,214,473,601,448,120,,,407,327.86,578.46,516.83,438.11,270.8,184.49,158.96,186.88,348.05,333.4,450.59,432.82,461.84,450.69,399.79,386.48,285.28,186.26,,
1417,17351581,1,2,1,3,0,1,0,0,0,1,1,0,,,297,309,342,268,113,65,115,91,131,140,74,,,,308.96,56.25,350.84,193.97,179.48,177.06,89.94,108.79,100.33,151.27,179.13,204.22,314.45,236.13,253.46,262.55,250.37,195.73,176.44,,
1418,17419955,3,4,3,7,1,1,1,2,2,2,1,0,,,325,322,332,291,260,196,176,178,273,365,287,171,,,130.6,335.89,315.42,289.81,297.47,257.48,219.37,186.43,190.42,331.98,357.82,354.83,343.72,396.42,473.22,511.5,424.31,340.22,238.84,,
1419,17462206,3,4,3,6,1,1,1,2,2,1,2,0,,,413,353,362,321,257,248,256,231,274,441,452,155,,,635,781.98,456.99,409.79,411.63,278,243.68,257.42,238.34,316.42,537.67,457.99,458.92,515.52,415.75,480.67,376.33,316.74,267.42,,
1420,17443002,3,3,3,7,1,1,1,2,2,2,2,0,,,391,391,461,407,264,216,205,214,381,403,405,94,,,306.13,340.95,432.82,426.49,365.21,281.93,258.61,212.88,220.67,323.97,383.34,33.36,114.6,246.01,270.09,180.28,312.69,250.75,200.66,,
1421,17358771,2,3,1,3,1,0,0,1,1,0,0,0,,,23,26,29,25,64,55,49,48,119,116,95,99,,,75.2,170.77,224.03,174.56,173.44,179.87,116.35,72.23,84.38,164.04,134.32,131.06,182.13,162.59,148.8,185.51,184.82,129.36,124.89,,
1422,17352734,2,2,2,5,1,1,1,0,2,1,1,0,,,116,55,57,58,53,54,71,60,63,227,52,,,31.17,120,58.92,181.89,131.32,236.12,194.36,64.65,78.34,200.5,310.44,234.87,283.76,365.18,90.89,188.97,227.86,317.47,383.91,262.55,,
1423,17460252,4,3,3,7,1,1,0,2,1,2,1,0,,,260,278,294,240,205,126,126,121,216,199,245,,,,269.66,257.11,273.08,246.87,221.72,191.5,158.34,111.15,103.32,204.19,238.63,237.44,262.12,253.82,264.07,310.51,258.2,181.55,127.71,,
1424,17341616,4,5,4,9,2,2,1,3,0,2,1,1,,,757,648,709,639,515,376,423,422,546,601,659,341,,,304.45,715.01,708.7,646.98,617.31,471.54,399.19,397.44,366.08,536.87,656.45,584.92,690.18,853.87,682.78,687.95,579.24,471.35,395.45,,
1425,17399603,3,2,2,7,0,2,1,2,0,2,0,0,,,127,132,128,153,131,126,143,139,141,129,135,,,,36.5,904.41,517.36,485.94,428.69,423.78,322.51,271.74,300.83,495.41,482.22,524.48,555.04,586.74,653.45,619.81,521.41,351.53,219.44,,
1426,17345197,4,4,2,11,2,2,1,2,0,1,2,0,,,454,449,505,449,232,256,271,301,279,438,488,0,,,561.63,625.79,625.86,619.7,539.15,338.01,311.4,316.25,292.6,358.37,488.65,583.73,650.36,627.56,534.56,555.03,490.78,372.14,324.56,,
1427,17447274,3,2,2,3,1,1,0,0,1,1,0,0,,,281,266,294,252,224,163,209,172,202,249,198,,,99.53,251.77,275.8,212.18,106.58,113.61,85.64,64.74,86.71,84.1,102.33,116.76,105.55,101.13,110.75,114.76,110.43,101.46,103.23,79.12,,
1428,17425171,4,3,3,5,1,1,0,1,1,2,1,0,,,116,164,101,113,112,125,126,114,114,121,118,106,,,90.09,119.68,122.06,110.58,193.33,169.42,129.36,117.35,107.34,169.86,155.39,210.78,191.35,179.73,222.71,205.45,74.49,234.09,64.2,,
1430,17341160,3,2,2,3,1,0,0,2,1,2,1,0,,,67,103,173,201,192,114,102,75,184,195,150,139,,,74.01,182.65,226.92,178.41,74.64,153.58,132.83,111.51,129.35,187.67,186.32,174.95,201.11,169.05,179.26,227.25,219.2,149.09,122.11,,
1431,17358926,3,3,2,6,0,1,0,0,0,0,1,0,,,208,233,296,252,307,284,351,352,260,78,57,76,,,31.37,12.66,78.93,46.99,24.78,34.87,8.4,18.31,38.32,76.48,32.72,109.95,145.01,114.38,153.71,163.76,116.19,115.86,33.7,,
1432,17447202,4,4,3,11,1,2,1,2,2,1,2,0,,,528,537,513,435,361,285,272,307,448,452,359,,,130.51,378.3,521.32,535.53,527.02,453.72,387.25,317.72,275.04,279.91,453.86,433,521.62,557.72,466.79,573.59,557.67,539.31,486.23,364.37,,
1433,17351168,3,3,2,5,1,0,0,1,0,1,1,0,,,171,163,148,117,80,64,61,61,116,130,141,9,,,155.58,189.87,218.14,193.04,159.59,99.77,100.99,85.21,71.8,121.09,122.23,197.42,235.56,282.7,306.29,325.38,298.43,191.67,151.81,,
1434,17374913,3,2,2,3,1,1,1,2,2,2,1,0,,,165,172,143,152,133,130,120,122,135,165,158,135,,,385.65,448.03,383.89,363.75,317.4,316.87,244.8,171.29,212.14,362.88,291.88,390.65,372.43,373.92,415.58,402.58,361.46,308.71,324.9,,
1436,17424754,3,3,2,3,1,0,1,1,1,2,1,0,,,272,261,244,224,160,105,102,97,182,228,176,,,,270.68,237.05,223.91,218.1,193.15,149.13,117.73,87.27,103.16,168.56,217.25,214.86,221.86,231.43,229.56,204.65,189.29,160.77,115.51,,
1437,17460996,2,5,2,5,0,0,0,1,1,0,0,0,,,63,90,93,118,97,65,34,42,63,34,85,4,,,82.98,42.81,95.39,121.15,87.96,81.52,79.98,64.94,51,83.01,320.22,340.31,429.05,275.08,192.89,192.67,167.9,115.29,76.18,,
1438,17394195,2,3,2,5,1,0,0,0,1,0,0,0,,,72,110,101,142,77,54,53,50,105,127,104,39,,,222.96,248.82,356.35,355.24,308.82,204.98,110.97,137.96,150.63,197.35,231.87,340.53,303.88,112.81,231.05,280.91,283.42,229.71,127.62,,
1439,17439631,4,3,3,9,1,1,1,2,2,1,2,0,,,346,355,361,332,212,118,144,140,163,144.36,92.18,,239.96,529.82,312.02,361.56,339.27,324.48,294.51,243.06,214.63,197.37,214.71,328.64,385.65,410.38,412.59,437.91,440.73,447.75,434.02,318.97,284.13,,
1440,17341251,3,2,2,5,0,0,0,0,0,0,1,0,,,68,45,37,25,64,22,25,29,56,73,67,53,,,59.58,70.48,104.9,81.97,104.7,88.37,52.88,50.89,47.56,82.78,85.53,102.43,90.09,119.68,122.06,128.48,80.02,83.01,55.11,,
1441,17403681,3,4,3,8,1,1,0,2,0,2,2,0,,,384,299,395,262,297,299,320,238,302,276,303,53,,,309.87,326.66,318.35,298.13,279.72,272.11,238.79,202.51,206.9,268.52,284.38,308.95,294.02,295.43,305.82,293.54,287.93,254.84,225.9,,
1442,17388519,3,3,3,7,1,1,0,0,0,2,1,0,,,346,387,453,469,362,209,270,89,186,224,225,,,107.42,294.59,431.19,376.39,342.7,353.61,192.06,171.09,170.69,171.5,248.86,19.49,218.34,258.58,448.63,330.83,288.98,309.52,209.85,124.1,,
1443,17448342,2,2,2,7,0,1,0,1,1,0,1,0,,,145,177,141,125,101,70,81,67,95,123,68,,,,152.68,115.71,130.22,115.54,123,97.13,105.73,104.06,114.85,116.02,117.34,161.22,258.52,296.37,292.64,267.77,196.4,141.4,112.16,,
1444,17341688,2,2,1,6,1,0,0,0,0,0,0,0,,,182,128,194,178,97,39,57,39,120,124,124,102,,,113.34,155.3,221.29,224.37,198.52,156.87,96.37,86.85,106.52,175.33,208.66,188.4,166.55,170.07,211,178.06,165.58,107.03,118.59,,
1445,17355669,3,4,3,6,1,1,1,2,0,2,2,0,,,307,351,346,296,235,175,194,171,285,291,266,0,,,226.67,369.06,309.65,312.08,290.47,267.99,228.9,209.75,229.4,316.95,301.03,339.81,329.54,306.55,317.87,349.97,337.83,275.37,221.65,,
1446,17440436,2,2,2,3,0,1,1,0,0,0,0,0,,,211,178.06,165.58,147,134,100,87,89,135,163,140,,,,88.24,180.93,356.65,166.55,145.39,123.38,102.81,88.33,91.28,156.2,225.93,200.76,242.66,199.86,161.91,181.71,179.04,135.82,107.23,,
1447,17390953,4,3,4,7,2,3,2,2,3,1,3,1,,,437,411,586,473,427,373,392,368,399,367,346,336,,,576.19,985.39,977.6,915.63,803.08,593.44,636.69,742.79,468.5,642.42,820.76,894.69,973.9,932.04,856.8,886.83,838.57,665.39,526.58,,
1448,17456235,3,3,3,7,2,1,1,2,1,2,2,0,,,196,235,237,257,241,333,285,323,315,336,179,,,,560.71,332.49,339.72,428.04,290.8,304.72,284.69,286.51,224.98,235.35,231.55,241.4,244.82,257.53,285.8,229.6,153.06,158.96,199.1,,
1449,17357523,3,2,2,5,0,1,0,1,0,1,0,0,,,255,357,352,279,217,204,166,166,290,210,305,220,,,119.51,352.89,247.46,241.66,234.71,190.61,166.85,122.8,119.51,168.49,188.64,57.86,146.03,241.77,216.02,189.46,144.36,92.18,60.3,,
1450,17446647,4,4,4,9,2,2,1,2,0,1,2,0,,,365,374,398,382,283,242,200,186,284,410,227,,,,655.41,419.34,423.25,416.2,376.78,322.54,289.7,260.06,253.81,352.48,389.14,433.52,477.65,474.89,483.58,474.53,433.13,359.46,309.95,,
1451,17381259,5,5,4,18,3,3,2,2,1,1,3,1,,,570,1196,1302,968,750,629,931,863,1623,1505,655,,,,630.32,466.08,1252.85,1248.15,1007.72,902.87,741.52,875.83,1047.42,1521.72,1021.92,725.72,1258.99,239.76,1106.92,1203.67,933.71,745.93,682.68,,
1452,17349749,3,3,2,7,2,2,2,1,2,1,2,0,,,652,555,596,555,461,344,432,349,338,500,477,438,,,168.83,559.49,537.12,558.19,445.31,381.24,333.82,348.21,315.9,423.89,553.76,496.13,639.33,715.7,660.22,662.41,489.2,387.44,345.93,,
1454,17357330,3,4,3,7,1,1,1,2,2,2,2,0,,,376,396,422,344,298,260,201,213,296,303,354,285,,,101.39,387.84,371.89,320.41,277.14,238.4,228.24,194.04,194.02,247.68,333.23,284.22,293.14,372.97,331.93,302.55,270.71,245.81,235.4,,
1456,17460854,3,2,2,3,0,1,0,0,1,0,0,0,,,30,26,285,213,68,45,37,46,159,192,225,17,,,230.03,230.24,235.92,229.71,187.56,125.42,75.28,58.06,76.67,133.65,128.58,151.34,209.96,244.9,205.68,252.4,210.42,167.02,75.92,,
1457,17356296,4,3,4,9,2,1,1,1,0,1,2,0,,5549.9,344,397,344,400,248,123,72,71,214,399,396,275,,,469.92,487.15,531.63,369.3,326.24,197.16,138.79,308.31,248.61,317.94,554.99,459.08,584.02,631.88,457.81,452.95,349.35,250.18,230.8,,
1458,17350047,4,3,3,7,2,1,1,2,0,2,2,0,,3119.5,311,188,318,273,263,235,233,231,350,300,383,270,,,93.64,290.69,394.99,353.56,283.66,209.68,193.91,202.85,179.04,233.33,311.95,303.48,357.92,384.17,395,430.51,378.71,221.61,206.56,,
1460,17375108,3,2,3,7,1,1,0,0,2,1,2,0,,3435,199,92,183,207,181,230,252,239,219,388,349,,,,452.32,312.22,391.52,395.76,377.8,378.01,243.61,215.19,205.5,273.72,343.5,479.77,566.43,467.54,415.21,403.73,358.83,279.37,204.79,,
1463,17426657,2,2,2,5,1,1,0,1,1,0,0,0,,2303.4,82,57,124,143,100,63,97,98,142,137,49,,,,71.89,0.05,0.05,114.62,97.99,74.26,65.33,83.87,102.19,189.93,230.34,248.89,262.28,197.86,213.65,190.76,158.19,125.43,91.67,,
1464,17378687,2,3,1,3,0,0,0,0,1,0,0,0,,1411,78,94,83,83,84,60,75,49,96,98,95,7,,,76.92,87.87,113.42,118.16,95.18,90.52,83.99,85.21,78.35,101.9,141.1,85.22,87.25,94.02,94.53,118.67,101.93,80.5,85.13,,
1465,17403304,3,3,2,9,2,2,1,2,0,2,2,0,,5932.9,216,366,468,461,346,312,411,359,415,428,741,426,,,180.19,611.77,481.64,481,461.61,353.99,401.41,383.46,306.89,358.67,593.29,428.49,567,469.92,470.37,503.76,499.16,363.14,375.94,,
1466,17446469,3,3,3,7,1,1,0,1,0,2,1,0,,1951.2,702,803,783,763,436,347,326,298,524,868,698,,,,966.42,392.73,6.44,174.53,184.01,155.6,96.12,61.02,108.52,178.82,195.12,201.1,238.39,216.98,206.43,227.12,251.46,185.8,112.86,,
1467,17396473,4,2,2,5,2,1,1,2,0,2,1,0,,2725,250,200,238,261,166,112,110,106,179,248,176,,,,338.33,233.18,215.96,232.04,206.95,175.57,135.88,113.75,115.38,180.6,272.5,244.18,270.35,264.69,231.1,190.11,237.35,208.79,132.89,,
1468,17352819,4,9,4,12,2,3,0,3,3,1,0,1,,10132.2,880,978,989,920,485,242,204,218,803,1049,722,,,272.48,848.1,981.5,933.88,785.78,711.66,415.86,242.13,178.78,379.52,774.12,1013.22,970.14,1304.4,1218.11,1021.66,1173.45,1055.35,621.43,327.79,,
1469,17374627,3,2,2,9,1,2,1,1,0,2,2,0,,4488.6,558,395,349,323,326,247,311,301,325,353,402,324,,,101.15,424.38,374.72,494.25,498.75,376.84,395.4,346.31,285.43,355.21,448.86,456.05,370.17,389.67,336.47,365.42,374.9,297.61,317.85,,
1470,17356544,3,5,3,9,1,1,0,0,1,0,0,0,,171.9,233,230,262,222,163,56,148,86,155,265,236,61,,,123,94.95,28.9,11.65,44.6,68.26,54.1,15.29,19.82,19.29,17.19,26.13,4.67,10.46,18,139.09,100.01,31.42,9.59,,
1471,17356690,3,3,2,3,2,1,0,1,0,2,1,0,,2322.1,282,261,264,243,236,189,143,147,220,284,291,59,,,33.26,59.72,49.86,44.41,43.36,46.6,45.47,44.26,43.32,189.23,232.21,226.17,181.32,193,225.25,214.4,188.6,169.85,136.96,,
1472,17388627,4,3,3,7,1,1,1,2,1,2,0,0,,2583.8,229,276,223,252,220,235,253,233,393,442,358,,,210.88,444.49,505.8,564.1,252.12,268.92,198.62,155.34,130.34,134.25,183.46,258.38,229.56,301.14,350.48,353.73,473.33,569.47,485.62,255.47,,
1473,17373972,2,3,2,5,1,0,0,1,0,0,0,0,,0,54,52,94,87,104,74,61,20,112,62,123,43,,,67.66,108,91.62,96.61,44.73,40.36,41.7,46.52,8.12,69,70,71,52.12,330.2,347.42,368.41,347.54,331.87,294.92,,
1474,17358767,4,2,3,3,1,1,1,1,0,0,0,0,,1962.8,231,213,224,171,204,141,142,167,242,258,270,166,,,102.28,292.65,242.87,214.2,168.31,186.59,157.36,152.09,144.81,189.11,196.28,245.84,284.78,246.22,281.99,287.89,226.11,203.16,165.41,,
1475,17422781,3,3,3,5,1,0,1,0,1,0,1,0,,1487.1,112,115,115,102,98,69,70,71,47,45,33,,,,348.8,194.51,249.08,194.86,186.06,267.25,182.83,176.24,184.1,208.13,148.71,236.59,214.85,184.06,186.19,151.19,120.75,141.65,124.33,,
1476,17361241,3,2,3,7,2,1,1,1,0,0,2,0,,3349.5,406,407,397,358,343,276,275,256,344,395,377,237,,,200.14,390.37,416.63,355.37,348.97,279.8,203.45,200.14,198.06,285.43,334.95,341.59,341.35,349.29,354.07,346.92,367.11,374.87,236.88,,
