Serial,Customer No,Rooms,Members,Fans,Lights,Freezes,Microwave Oven,Geyser,AC,Washing Machine,TV,PC,Induction Stove,Profession,Salary,post_21_july_unit,post_21_august_unit,post_21_sep_unit,post_21_oct_unit,post_21_nov_unit,post_21_dec_unit,post_22_jan_unit,post_22_feb_unit,post_22_mar_unit,post_22_april_unit,post_22_may_unit,post_22_june_unit,pre_22_apr_unit,pre_22_may_unit,pre_22_june_unit,pre_22_july_unit,pre_22_aug_unit,pre_22_sep_unit,pre_22_oct_unit,pre_22_nov_unit,pre_22_dec_unit,pre_23_jan_unit,pre_23_feb_unit,pre_23_mar_unit,pre_23_apr_unit,pre_23_may_unit,pre_23_june_unit,pre_23_jul_unit,pre_23_aug_unit,pre_23_sep_unit,pre_23_oct_unit,pre_23_nov_unit,pre_23_dec_unit
1439.0,17439631.0,4.0,3.0,3.0,9.0,1.0,1.0,1.0,2.0,2.0,1,2,0.0,,,346.0,355.0,361.0,332.0,212.0,118.0,144.0,140.0,163.0,,,,239.96,529.82,312.02,361.56,339.27,324.48,294.51,243.06,214.63,197.37,214.71,328.64,385.65,410.38,412.59,437.91,440.73,447.75,434.02,318.97,284.13
1440.0,17341251.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,,,0.0,0.0,1.0,25.0,64.0,22.0,25.0,29.0,56.0,73.0,67.0,53.0,,,59.58,70.48,104.9,81.97,104.7,88.37,52.88,50.89,47.56,82.78,85.53,102.43,90.09,119.68,122.06,128.48,80.02,83.01,55.11
1441.0,17403681.0,3.0,4.0,3.0,8.0,1.0,1.0,0.0,2.0,0.0,2,2,0.0,,,384.0,299.0,395.0,262.0,297.0,299.0,320.0,238.0,302.0,276.0,303.0,53.0,,,309.87,326.66,318.35,298.13,279.72,272.11,238.79,202.51,206.9,268.52,284.38,308.95,294.02,295.43,305.82,293.54,287.93,254.84,225.9
1442.0,17388519.0,3.0,3.0,3.0,7.0,1.0,1.0,0.0,0.0,0.0,2,1,0.0,,,346.0,387.0,453.0,469.0,362.0,209.0,270.0,89.0,186.0,224.0,225.0,,,107.42,294.59,431.19,376.39,342.7,353.61,192.06,171.09,170.69,171.5,248.86,19.49,218.34,258.58,448.63,330.83,288.98,309.52,209.85,124.1
1443.0,17448342.0,2.0,2.0,2.0,7.0,0.0,1.0,0.0,1.0,1.0,0,1,0.0,,,145.0,177.0,141.0,125.0,101.0,70.0,81.0,67.0,95.0,123.0,68.0,,,,152.68,115.71,130.22,115.54,123.0,97.13,105.73,104.06,114.85,116.02,117.34,161.22,258.52,296.37,292.64,267.77,196.4,141.4,112.16
1444.0,17341688.0,2.0,2.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,,,182.0,128.0,194.0,178.0,97.0,39.0,57.0,39.0,120.0,124.0,124.0,102.0,,,113.34,155.3,221.29,224.37,198.52,156.87,96.37,86.85,106.52,175.33,208.66,188.4,166.55,170.07,211.0,178.06,165.58,107.03,118.59
1445.0,17355669.0,3.0,4.0,3.0,6.0,1.0,1.0,1.0,2.0,0.0,2,2,0.0,,,307.0,351.0,346.0,296.0,235.0,175.0,194.0,171.0,285.0,291.0,266.0,0.0,,,226.67,369.06,309.65,312.08,290.47,267.99,228.9,209.75,229.4,316.95,301.03,339.81,329.54,306.55,317.87,349.97,337.83,275.37,221.65
1446.0,17440436.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0,0,0.0,,,0.0,0.0,5.0,147.0,134.0,100.0,87.0,89.0,135.0,163.0,140.0,,,,88.24,180.93,356.65,166.55,145.39,123.38,102.81,88.33,91.28,156.2,225.93,200.76,242.66,199.86,161.91,181.71,179.04,135.82,107.23
1447.0,17390953.0,4.0,3.0,4.0,7.0,2.0,3.0,2.0,2.0,3.0,1,3,1.0,,,437.0,411.0,586.0,473.0,427.0,373.0,392.0,368.0,399.0,367.0,346.0,336.0,,,576.19,985.39,977.6,915.63,803.08,593.44,636.69,742.79,468.5,642.42,820.76,894.69,973.9,932.04,856.8,886.83,838.57,665.39,526.58
1448.0,17456235.0,3.0,3.0,3.0,7.0,2.0,1.0,1.0,2.0,1.0,2,2,0.0,,,196.0,235.0,237.0,257.0,241.0,333.0,285.0,323.0,315.0,336.0,179.0,,,,560.71,332.49,339.72,428.04,290.8,304.72,284.69,286.51,224.98,235.35,231.55,241.4,244.82,257.53,285.8,229.6,153.06,158.96,199.1
1449.0,17357523.0,3.0,2.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,1,0,0.0,,,255.0,357.0,352.0,279.0,217.0,204.0,166.0,166.0,290.0,210.0,305.0,220.0,,,,352.89,247.46,241.66,234.71,190.61,166.85,122.8,119.51,168.49,188.64,57.86,146.03,241.77,216.02,189.46,144.36,92.18,60.3
1450.0,17446647.0,4.0,4.0,4.0,9.0,2.0,2.0,1.0,2.0,0.0,1,2,0.0,,,365.0,374.0,398.0,382.0,283.0,242.0,200.0,186.0,284.0,410.0,227.0,,,,655.41,419.34,423.25,416.2,376.78,322.54,289.7,260.06,253.81,352.48,389.14,433.52,477.65,474.89,483.58,474.53,433.13,359.46,309.95
1451.0,17381259.0,5.0,5.0,4.0,18.0,3.0,3.0,2.0,2.0,1.0,1,3,1.0,,,0.0,1196.0,1302.0,968.0,750.0,629.0,931.0,863.0,1623.0,1505.0,655.0,570.0,,,630.32,466.08,1252.85,1248.15,1007.72,902.87,741.52,875.83,1047.42,1521.72,1021.92,725.72,1258.99,239.76,1106.92,1203.67,933.71,745.93,682.68
1452.0,17349749.0,3.0,3.0,2.0,7.0,2.0,2.0,2.0,1.0,2.0,1,2,0.0,,,652.0,555.0,596.0,555.0,461.0,344.0,432.0,349.0,338.0,500.0,477.0,438.0,,,168.83,559.49,537.12,558.19,445.31,381.24,333.82,348.21,315.9,423.89,553.76,496.13,639.33,715.7,660.22,662.41,489.2,387.44,345.93
1453.0,17337444.0,3.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,108.0,93.0,0.0,,,43.5,111.29,103.32,118.29,153.69,146.66,120.39,108.74,127.56,99.27,128.0,126.11,93.48,85.28,82.86,89.39,89.89,89.91,77.06,78.36
1454.0,17357330.0,3.0,4.0,3.0,7.0,1.0,1.0,1.0,2.0,2.0,2,2,0.0,,,376.0,396.0,422.0,344.0,298.0,260.0,201.0,213.0,296.0,303.0,354.0,285.0,,,101.39,387.84,371.89,320.41,277.14,238.4,228.24,194.04,194.02,247.68,333.23,284.22,293.14,372.97,331.93,302.55,270.71,245.81,235.4
1455.0,17345591.0,4.0,7.0,4.0,6.0,3.0,3.0,0.0,2.0,2.0,2,3,2.0,,,1042.0,1052.0,1114.0,877.0,794.0,718.0,982.0,858.0,1176.0,1003.0,1178.0,1213.0,,,,,,,,,,,,8614.16,1449.78,922.97,1072.95,1115.7,916.6,982.37,879.02,535.79,443.06
1456.0,17460854.0,3.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,,,0.0,26.0,285.0,213.0,68.0,45.0,37.0,46.0,159.0,192.0,225.0,17.0,,,230.03,230.24,235.92,229.71,187.56,125.42,75.28,58.06,76.67,133.65,128.58,151.34,209.96,244.9,205.68,252.4,210.42,167.02,75.92
1457.0,17356296.0,4.0,3.0,4.0,9.0,2.0,1.0,1.0,1.0,0.0,1,2,0.0,,5549.9,344.0,397.0,344.0,400.0,248.0,123.0,72.0,71.0,214.0,399.0,396.0,275.0,,,,487.15,531.63,369.3,326.24,197.16,138.79,308.31,248.61,317.94,554.99,459.08,584.02,631.88,457.81,452.95,349.35,250.18,230.8
1458.0,17350047.0,4.0,3.0,3.0,7.0,2.0,1.0,1.0,2.0,0.0,2,2,0.0,,3119.5,311.0,188.0,318.0,273.0,263.0,235.0,233.0,231.0,350.0,300.0,383.0,270.0,,,93.64,290.69,394.99,353.56,283.66,209.68,193.91,202.85,179.04,233.33,311.95,303.48,357.92,384.17,395.0,430.51,378.71,221.61,206.56
1459.0,17425199.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.0,105.0,110.0,103.0,111.0,106.0,103.0,107.0,109.0,103.0,101.0,117.0,109.0,,,,,,25.55,53.33,33.97,27.97,15.44,,,,,,,,,,,
1460.0,17375108.0,3.0,2.0,3.0,7.0,1.0,1.0,0.0,0.0,2.0,1,2,0.0,,3435.0,199.0,92.0,183.0,207.0,181.0,230.0,252.0,239.0,219.0,388.0,349.0,,,,452.32,312.22,391.52,395.76,377.8,378.01,243.61,215.19,205.5,273.72,343.5,479.77,566.43,467.54,415.21,403.73,358.83,279.37,204.79
1461.0,17342461.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,,0.6,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,,0.11,0.88,0.95,1.67,1.55,1.01,1.06,11.18,3.91,0.04,0.06,2.98,8.22,7.41,10.28,11.2,30.09,7.53,3.23
1462.0,17427301.0,4.0,3.0,4.0,9.0,2.0,1.0,1.0,1.0,0.0,2,2,0.0,,3636.8,428.0,401.0,468.0,463.0,390.0,269.0,244.0,231.0,336.0,378.0,387.0,358.0,,,,,,,,121.13,225.59,163.76,206.94,334.14,363.68,394.49,383.48,385.86,373.17,392.6,388.53,298.87,222.22
1463.0,17426657.0,2.0,2.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0,0,0,0.0,,2303.4,82.0,57.0,124.0,143.0,100.0,63.0,97.0,98.0,142.0,137.0,49.0,,,,71.89,0.05,0.05,114.62,97.99,74.26,65.33,83.87,102.19,189.93,230.34,248.89,262.28,197.86,213.65,190.76,158.19,125.43,91.67
1464.0,17378687.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,,1411.0,78.0,94.0,83.0,83.0,84.0,60.0,75.0,49.0,96.0,98.0,95.0,7.0,,,76.92,87.87,113.42,118.16,95.18,90.52,83.99,85.21,78.35,101.9,141.1,85.22,87.25,94.02,94.53,118.67,101.93,80.5,85.13
1465.0,17403304.0,3.0,3.0,2.0,9.0,2.0,2.0,1.0,2.0,0.0,2,2,0.0,,5932.9,216.0,366.0,468.0,461.0,346.0,312.0,411.0,359.0,415.0,428.0,741.0,426.0,,,180.19,611.77,481.64,481.0,461.61,353.99,401.41,383.46,306.89,358.67,593.29,428.49,567.0,469.92,470.37,503.76,499.16,363.14,375.94
1466.0,17446469.0,3.0,3.0,3.0,7.0,1.0,1.0,0.0,1.0,0.0,2,1,0.0,,1951.2,702.0,803.0,783.0,763.0,436.0,347.0,326.0,298.0,524.0,868.0,698.0,,,,966.42,392.73,6.44,174.53,184.01,155.6,96.12,61.02,108.52,178.82,195.12,201.1,238.39,216.98,206.43,227.12,251.46,185.8,112.86
1467.0,17396473.0,4.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,0.0,2,1,0.0,,2725.0,250.0,200.0,238.0,261.0,166.0,112.0,110.0,106.0,179.0,248.0,176.0,,,,338.33,233.18,215.96,232.04,206.95,175.57,135.88,113.75,115.38,180.6,272.5,244.18,270.35,264.69,231.1,190.11,237.35,208.79,132.89
1468.0,17352819.0,4.0,9.0,4.0,12.0,2.0,3.0,0.0,3.0,3.0,1,0,1.0,,10132.2,880.0,978.0,989.0,920.0,485.0,242.0,204.0,218.0,803.0,1049.0,722.0,,,272.48,848.1,981.5,933.88,785.78,711.66,415.86,242.13,178.78,379.52,774.12,1013.22,970.14,1304.4,1218.11,1021.66,1173.45,1055.35,621.43,327.79
1469.0,17374627.0,3.0,2.0,2.0,9.0,1.0,2.0,1.0,1.0,0.0,2,2,0.0,,4488.6,558.0,395.0,349.0,323.0,326.0,247.0,311.0,301.0,325.0,353.0,402.0,324.0,,,101.15,424.38,374.72,494.25,498.75,376.84,395.4,346.31,285.43,355.21,448.86,456.05,370.17,389.67,336.47,365.42,374.9,297.61,317.85
1470.0,17356544.0,3.0,5.0,3.0,9.0,1.0,1.0,0.0,0.0,1.0,0,0,0.0,,171.9,233.0,230.0,262.0,222.0,163.0,56.0,148.0,86.0,155.0,265.0,236.0,61.0,,,,94.95,28.9,11.65,44.6,68.26,54.1,15.29,19.82,19.29,17.19,26.13,4.67,10.46,18.0,139.09,100.01,31.42,9.59
1471.0,17356690.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,2,1,0.0,,2322.1,282.0,261.0,264.0,243.0,236.0,189.0,143.0,147.0,220.0,284.0,291.0,59.0,,,33.26,59.72,49.86,44.41,43.36,46.6,45.47,44.26,43.32,189.23,232.21,226.17,181.32,193.0,225.25,214.4,188.6,169.85,136.96
1472.0,17388627.0,4.0,3.0,3.0,7.0,1.0,1.0,1.0,2.0,1.0,2,0,0.0,,2583.8,229.0,276.0,223.0,252.0,220.0,235.0,253.0,233.0,393.0,442.0,358.0,,,210.88,444.49,505.8,564.1,252.12,268.92,198.62,155.34,130.34,134.25,183.46,258.38,229.56,301.14,350.48,353.73,473.33,569.47,485.62,255.47
1473.0,17373972.0,2.0,3.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0,0,0.0,,0.0,54.0,52.0,94.0,87.0,104.0,74.0,61.0,20.0,112.0,62.0,123.0,43.0,,,67.66,108.0,91.62,96.61,44.73,40.36,41.7,46.52,8.12,,,0.04,52.12,330.2,347.42,368.41,347.54,331.87,294.92
1474.0,17358767.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0,0,0.0,,1962.8,231.0,213.0,224.0,171.0,204.0,141.0,142.0,167.0,242.0,258.0,270.0,166.0,,,102.28,292.65,242.87,214.2,168.31,186.59,157.36,152.09,144.81,189.11,196.28,245.84,284.78,246.22,281.99,287.89,226.11,203.16,165.41
1475.0,17422781.0,3.0,3.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,0,1,0.0,,1487.1,112.0,115.0,115.0,102.0,98.0,69.0,70.0,71.0,47.0,45.0,33.0,,,,348.8,194.51,249.08,194.86,186.06,267.25,182.83,176.24,184.1,208.13,148.71,236.59,214.85,184.06,186.19,151.19,120.75,141.65,124.33
1476.0,17361241.0,3.0,2.0,3.0,7.0,2.0,1.0,1.0,1.0,0.0,0,2,0.0,,3349.5,406.0,407.0,397.0,358.0,343.0,276.0,275.0,256.0,344.0,395.0,377.0,237.0,,,200.14,390.37,416.63,355.37,348.97,279.8,203.45,200.14,198.06,285.43,334.95,341.59,341.35,349.29,354.07,346.92,367.11,374.87,236.88
1477.0,17446539.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,2,0,0.0,,3046.4,238.0,215.0,264.0,271.0,212.0,143.0,38.0,24.0,134.0,225.0,166.0,,,,285.66,73.78,116.18,109.19,154.7,155.99,95.68,62.5,108.84,268.11,304.64,319.77,336.79,345.64,384.16,415.99,232.37,147.88,127.35
1478.0,17378511.0,4.0,4.0,3.0,11.0,1.0,2.0,1.0,1.0,0.0,2,2,0.0,,3869.0,414.0,437.0,489.0,454.0,242.0,411.0,295.0,289.0,433.0,465.0,384.0,34.0,,,560.06,447.07,539.4,529.2,513.07,441.13,418.0,399.66,391.13,522.19,386.9,515.13,487.14,442.05,504.13,509.15,524.79,435.8,456.54
1479.0,17448499.0,3.0,2.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1,0,0.0,,3846.5,431.0,494.0,547.0,446.0,401.0,291.0,303.0,230.0,294.0,343.0,325.0,0.0,,,535.77,315.88,323.24,415.71,436.21,354.66,286.58,232.61,192.18,284.36,384.65,313.29,301.53,252.65,212.84,175.75,201.62,129.16,84.47
1480.0,17458981.0,3.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0,,1423.8,99.0,115.0,119.0,96.0,70.0,48.0,58.0,69.0,99.0,131.0,76.0,,,49.18,116.59,79.85,86.65,93.51,111.68,80.88,104.78,118.85,112.49,156.16,142.38,145.77,124.67,140.13,125.1,146.51,124.35,89.41,74.54
1481.0,17359375.0,4.0,3.0,4.0,11.0,2.0,1.0,1.0,1.0,2.0,2,2,0.0,,3445.9,353.0,435.0,498.0,481.0,320.0,149.0,121.0,143.0,285.0,436.0,467.0,324.0,,,245.64,697.39,508.53,482.12,425.65,172.7,208.64,264.78,176.89,234.15,344.59,309.43,549.4,628.31,524.08,693.96,415.24,255.91,249.05
1482.0,17398361.0,4.0,3.0,4.0,9.0,1.0,2.0,1.0,2.0,0.0,2,3,0.0,,9160.4,392.0,287.0,295.0,207.0,313.0,161.0,177.0,212.0,222.0,259.0,291.0,6.0,,,601.14,499.67,736.01,950.22,889.39,602.9,554.9,519.48,459.99,714.79,916.04,911.83,1092.98,1059.58,1067.17,1028.04,984.75,768.39,559.34
1483.0,17451592.0,3.0,2.0,3.0,7.0,1.0,1.0,1.0,0.0,1.0,2,1,0.0,,2572.5,274.0,284.0,315.0,275.0,204.0,133.0,130.0,130.0,242.0,316.0,293.0,236.0,,,81.71,249.19,290.29,291.89,242.97,207.01,145.8,152.6,126.37,205.28,257.25,265.69,309.7,286.21,274.85,283.7,253.55,183.08,153.33
1484.0,17395085.0,3.0,4.0,3.0,6.0,2.0,0.0,1.0,0.0,0.0,1,0,0.0,,5350.3,357.0,512.0,469.0,17.0,23.0,19.0,216.0,212.0,350.0,466.0,328.0,130.0,,,60.11,199.45,382.14,469.67,309.16,210.68,213.39,136.11,221.01,406.81,535.03,443.53,338.98,457.06,533.82,743.98,407.45,423.49,211.79
1485.0,17427335.0,2.0,4.0,2.0,7.0,1.0,1.0,0.0,0.0,1.0,1,1,0.0,,6206.5,537.0,561.0,674.0,382.0,186.0,131.0,121.0,81.0,92.0,122.0,167.0,142.0,,,,,,,,70.3,135.57,143.36,133.8,229.02,620.65,796.33,705.51,644.6,464.67,533.82,340.2,220.62,154.49
1486.0,17342101.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1,1,0.0,,1983.8,229.0,242.0,240.0,183.0,163.0,110.0,112.0,103.0,184.0,194.0,212.0,106.0,,,100.11,211.56,204.3,208.19,200.01,164.49,116.19,94.99,90.67,154.55,198.38,189.5,207.34,257.84,248.58,237.88,238.14,203.48,135.53
1487.0,17425663.0,4.0,4.0,4.0,7.0,2.0,2.0,1.0,2.0,2.0,2,0,1.0,,6153.5,439.0,358.0,450.0,474.0,295.0,136.0,98.0,161.0,518.0,619.0,608.0,0.0,,,729.07,610.79,584.26,603.29,552.47,516.5,475.68,480.41,495.46,670.85,615.35,573.0,615.12,608.5,582.99,637.29,609.42,486.37,417.03
1488.0,17374281.0,3.0,3.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,1,1,0.0,,2595.2,266.0,258.0,266.0,268.0,249.0,209.0,188.0,178.0,245.0,235.0,138.0,,,,409.48,273.67,245.74,236.85,198.04,209.51,218.76,177.85,186.51,240.75,259.52,236.81,239.99,263.93,220.89,253.14,402.35,247.41,185.96
1489.0,17346301.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2,0,0.0,,2036.8,223.0,251.0,239.0,210.0,164.0,125.0,144.0,136.0,165.0,213.0,94.0,,,,338.51,210.01,242.09,216.52,200.37,180.56,143.49,128.41,134.38,197.59,203.68,212.72,224.65,255.03,275.78,260.34,199.84,125.35,88.95
1490.0,17443055.0,3.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,2,0,0.0,,4161.2,192.0,198.0,242.0,228.0,126.0,92.0,92.0,86.0,130.0,163.0,173.0,51.0,,,162.26,188.25,209.54,190.68,181.38,142.74,134.18,119.95,133.17,190.08,416.12,396.61,480.49,551.94,597.31,747.89,622.97,362.08,116.45
1491.0,17376074.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1,0,0.0,,1957.3,194.0,214.0,246.0,265.0,156.0,105.0,122.0,109.0,170.0,245.0,236.0,210.0,,,,,254.8,225.24,205.14,163.86,112.45,103.6,114.37,160.42,195.73,201.31,213.55,237.98,244.59,241.01,216.39,162.06,152.46
1492.0,17444509.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,2,1,0.0,,1956.6,201.0,250.0,242.0,190.0,139.0,106.0,107.0,93.0,181.0,235.0,162.0,,,,367.61,206.52,218.73,225.78,192.96,126.02,129.77,111.99,121.22,188.07,195.66,229.63,240.42,234.05,237.3,238.24,136.88,121.99,85.15
1493.0,17457638.0,4.0,2.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.0,396.0,374.0,396.0,390.0,344.0,291.0,235.0,410.0,364.0,564.0,337.0,0.0,,,,,,,,,,,,,,,,,,,,,
1494.0,17353164.0,3.0,2.0,3.0,7.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,,3144.3,178.0,207.0,202.0,203.0,191.0,150.0,155.0,98.0,183.0,285.0,324.0,,,90.78,242.37,320.19,309.79,291.29,288.57,249.76,246.92,216.62,258.37,324.2,314.43,293.71,468.5,366.0,288.04,284.27,256.79,248.65,230.73
1495.0,17390851.0,3.0,3.0,3.0,7.0,1.0,0.0,1.0,1.0,2.0,2,0,0.0,,3329.2,346.0,326.0,334.0,315.0,279.0,224.0,181.0,144.0,249.0,280.0,327.0,53.0,,,306.38,332.47,338.63,339.24,312.14,266.04,235.12,175.51,190.79,305.42,332.92,325.66,338.45,368.01,382.92,341.66,332.84,270.93,246.47
1496.0,17388699.0,3.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0,,2164.2,255.0,254.0,210.0,171.0,163.0,113.0,122.0,143.0,150.0,181.0,217.0,99.0,,,89.37,217.47,200.69,160.91,158.53,158.22,139.26,123.91,127.34,156.79,216.42,180.15,180.88,188.77,174.61,159.02,146.56,117.21,110.16
1497.0,17359451.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1,0,0.0,,1985.2,0.0,121.0,116.0,66.0,49.0,28.0,39.0,30.0,67.0,76.0,75.0,35.0,,,43.59,85.25,89.33,72.66,191.1,176.18,131.02,87.51,123.45,202.82,198.52,189.83,230.4,197.03,180.41,188.82,212.0,188.27,135.72
1498.0,17351897.0,4.0,4.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,2,0,0.0,,1860.3,253.0,270.0,280.0,208.0,194.0,124.0,116.0,124.0,208.0,222.0,104.0,,,197.37,254.82,224.3,222.65,249.31,209.57,208.49,159.41,156.75,144.82,171.75,186.03,228.59,224.67,240.89,232.67,241.47,244.43,241.9,218.45
1499.0,17376750.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1,9,0.0,,2230.5,253.0,203.0,228.0,243.0,167.0,99.0,105.0,105.0,157.0,264.0,210.0,,,,313.91,213.58,211.63,186.09,177.12,137.01,85.5,80.94,107.02,191.51,223.05,220.71,216.01,182.81,188.89,211.82,231.94,184.39,89.96
1500.0,17400244.0,3.0,6.0,3.0,7.0,1.0,2.0,1.0,3.0,2.0,2,0,1.0,,9949.4,175.0,228.0,239.0,233.0,141.0,159.0,158.0,187.0,183.0,0.0,0.0,0.0,,,,1346.43,1427.93,1415.61,1125.19,946.66,745.5,557.92,812.92,590.57,994.94,960.61,1104.97,989.04,931.02,918.97,1041.9,767.05,589.53
1501.0,17401691.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,,1199.7,124.0,45.0,176.0,179.0,93.0,47.0,49.0,54.0,46.0,53.0,76.0,91.0,,,,110.9,80.35,90.83,68.71,65.0,54.8,61.12,96.02,111.49,119.97,125.08,142.49,140.49,169.76,147.55,169.38,133.72,84.77
1502.0,17339351.0,4.0,4.0,3.0,5.0,1.0,1.0,0.0,1.0,1.0,2,0,0.0,,1962.0,271.0,267.0,296.0,259.0,168.0,84.0,69.0,70.0,234.0,231.0,211.0,183.0,,,132.36,195.27,217.02,230.81,214.19,164.32,91.88,69.86,93.53,210.44,196.2,246.27,256.11,242.42,283.43,266.36,252.25,190.51,135.64
1503.0,17445460.0,4.0,7.0,3.0,11.0,2.0,1.0,0.0,3.0,1.0,1,3,0.0,,6959.1,853.0,851.0,826.0,953.0,326.0,220.0,208.0,193.0,515.0,777.0,827.0,,,,801.78,634.49,674.79,773.48,324.09,219.15,198.75,200.8,227.11,507.11,695.91,523.61,785.93,895.71,964.31,1153.58,873.34,475.67,224.03
1504.0,17401651.0,4.0,8.0,4.0,12.0,1.0,2.0,1.0,2.0,0.0,1,0,0.0,,11941.7,0.0,434.0,806.0,1006.0,630.0,469.0,483.0,509.0,652.0,846.0,928.0,698.0,,,174.62,988.47,967.98,988.88,896.04,687.99,610.22,526.65,532.89,805.36,1194.17,1036.54,952.56,1136.79,1054.11,1001.69,944.88,692.16,558.84
1505.0,17399552.0,3.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,,1527.2,91.0,126.0,165.0,119.0,101.0,68.0,72.0,82.0,119.0,94.0,,,33.34,151.86,112.8,170.79,147.94,157.91,123.04,117.44,89.54,88.77,97.04,138.71,152.72,158.5,163.8,138.91,167.25,109.29,147.54,134.23,90.98
1506.0,17399321.0,4.0,4.0,4.0,10.0,2.0,3.0,2.0,1.0,0.0,1,0,0.0,,6195.3,659.0,612.0,580.0,536.0,555.0,449.0,559.0,592.0,655.0,666.0,758.0,681.0,,,,,723.54,654.14,651.43,634.23,685.34,673.13,571.97,661.12,619.53,633.97,644.79,700.88,728.76,689.56,723.82,622.73,624.24
1507.0,17358701.0,4.0,3.0,4.0,10.0,1.0,2.0,1.0,2.0,0.0,2,2,0.0,,6599.4,215.0,244.0,256.0,290.0,230.0,224.0,243.0,243.0,290.0,269.0,310.0,168.0,,,354.53,742.76,813.56,705.11,617.23,484.68,381.69,320.54,296.87,470.16,659.94,685.44,735.95,748.83,689.57,707.5,694.44,483.33,414.65
1508.0,17361201.0,3.0,4.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,2,1,0.0,,1610.9,107.0,130.0,275.0,177.0,94.0,125.0,78.0,76.0,121.0,325.0,122.0,169.0,,,157.09,107.43,296.19,204.86,235.38,164.5,63.9,44.13,61.36,113.31,161.09,232.83,203.68,405.8,244.22,178.78,239.3,98.06,40.04
1509.0,17460322.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,1.0,1.0,1,1,0.0,,2389.4,316.0,312.0,358.0,322.0,223.0,82.0,85.0,85.0,183.0,237.0,272.0,,,,269.29,269.87,270.87,243.16,228.71,155.69,102.87,78.2,101.38,177.74,238.94,249.58,253.32,262.79,250.96,238.42,194.13,142.0,92.22
1510.0,17444814.0,2.0,3.0,2.0,5.0,1.0,0.0,1.0,1.0,0.0,1,0,0.0,,2077.0,177.0,176.0,129.0,109.0,106.0,69.0,73.0,75.0,139.0,130.0,,,,241.69,166.54,90.42,154.05,164.66,133.2,148.61,177.73,186.48,153.14,203.29,207.7,208.11,196.65,210.33,214.22,188.21,124.88,120.9,92.38
1511.0,17372989.0,3.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,,57.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.02,5.77,19.8,47.28,1.38,1.42,21.16,35.92,0.13,0.14
1512.0,17403221.0,5.0,4.0,5.0,11.0,2.0,3.0,2.0,3.0,0.0,1,2,1.0,,8158.3,300.0,268.0,516.0,415.0,421.0,479.0,441.0,582.0,277.0,301.0,351.0,393.0,,,431.63,719.21,788.3,760.2,827.04,811.82,694.15,566.2,618.89,872.59,815.83,1005.58,956.6,980.43,977.99,1005.63,1014.17,929.19,799.08
